time,leapfrog_T,leapfrog_U,leapfrog_E
5.420000,6.251714e-01,4.571848e-01,1.082356e+00
5.430000,6.143965e-01,4.679267e-01,1.082323e+00
5.440000,6.037153e-01,4.786039e-01,1.082319e+00
5.450000,5.928885e-01,4.894013e-01,1.082290e+00
5.460000,5.821596e-01,5.001210e-01,1.082281e+00
5.470000,5.712979e-01,5.109565e-01,1.082254e+00
5.480000,5.605386e-01,5.217015e-01,1.082240e+00
5.490000,5.496595e-01,5.325581e-01,1.082218e+00
5.500000,5.388869e-01,5.433111e-01,1.082198e+00
5.510000,5.280077e-01,5.541713e-01,1.082179e+00
5.520000,5.172393e-01,5.649150e-01,1.082154e+00
5.530000,5.063772e-01,5.757616e-01,1.082139e+00
5.540000,4.956303e-01,5.864788e-01,1.082109e+00
5.550000,4.848026e-01,5.972945e-01,1.082097e+00
5.560000,4.740944e-01,6.079679e-01,1.082062e+00
5.570000,4.633184e-01,6.187355e-01,1.082054e+00
5.580000,4.526663e-01,6.293480e-01,1.082014e+00
5.590000,4.419591e-01,6.400504e-01,1.082009e+00
5.600000,4.313800e-01,6.505849e-01,1.081965e+00
5.610000,4.207587e-01,6.612051e-01,1.081964e+00
5.620000,4.102698e-01,6.716447e-01,1.081914e+00
5.630000,3.997512e-01,6.821658e-01,1.081917e+00
5.640000,3.893693e-01,6.924937e-01,1.081863e+00
5.650000,3.789702e-01,7.028989e-01,1.081869e+00
5.660000,3.687120e-01,7.130986e-01,1.081811e+00
5.670000,3.584490e-01,7.233715e-01,1.081821e+00
5.680000,3.483309e-01,7.334266e-01,1.081757e+00
5.690000,3.382203e-01,7.435508e-01,1.081771e+00
5.700000,3.282587e-01,7.534451e-01,1.081704e+00
5.710000,3.183166e-01,7.634045e-01,1.081721e+00
5.720000,3.085274e-01,7.731222e-01,1.081650e+00
5.730000,2.987697e-01,7.829010e-01,1.081671e+00
5.740000,2.891687e-01,7.924264e-01,1.081595e+00
5.750000,2.796108e-01,8.020092e-01,1.081620e+00
5.760000,2.702135e-01,8.113271e-01,1.081541e+00
5.770000,2.608706e-01,8.206985e-01,1.081569e+00
5.780000,2.516921e-01,8.297939e-01,1.081486e+00
5.790000,2.425791e-01,8.389393e-01,1.081518e+00
5.800000,2.336342e-01,8.477976e-01,1.081432e+00
5.810000,2.247656e-01,8.567022e-01,1.081468e+00
5.820000,2.160686e-01,8.653093e-01,1.081378e+00
5.830000,2.074585e-01,8.739591e-01,1.081418e+00
5.840000,1.990235e-01,8.823011e-01,1.081325e+00
5.850000,1.906856e-01,8.906825e-01,1.081368e+00
5.860000,1.825261e-01,8.987459e-01,1.081272e+00
5.870000,1.744736e-01,9.068456e-01,1.081319e+00
5.880000,1.666028e-01,9.146176e-01,1.081220e+00
5.890000,1.588485e-01,9.224227e-01,1.081271e+00
5.900000,1.512790e-01,9.298908e-01,1.081170e+00
5.910000,1.438353e-01,9.373889e-01,1.081224e+00
5.920000,1.365794e-01,9.445412e-01,1.081121e+00
5.930000,1.294581e-01,9.517205e-01,1.081179e+00
5.940000,1.225274e-01,9.585455e-01,1.081073e+00
5.950000,1.157398e-01,9.653946e-01,1.081134e+00
5.960000,1.091455e-01,9.718812e-01,1.081027e+00
5.970000,1.027024e-01,9.783895e-01,1.081092e+00
5.980000,9.645517e-02,9.845273e-01,1.080983e+00
5.990000,9.036664e-02,9.906843e-01,1.081051e+00
6.000000,8.447660e-02,9.964636e-01,1.080940e+00
6.010000,7.875240e-02,1.002260e+00,1.081012e+00
6.020000,7.322900e-02,1.007671e+00,1.080900e+00
6.030000,6.787820e-02,1.013097e+00,1.080975e+00
6.040000,6.273038e-02,1.018132e+00,1.080862e+00
6.050000,5.776145e-02,1.023179e+00,1.080940e+00
6.060000,5.299752e-02,1.027829e+00,1.080827e+00
6.070000,4.841833e-02,1.032490e+00,1.080908e+00
6.080000,4.404600e-02,1.036748e+00,1.080794e+00
6.090000,3.986378e-02,1.041014e+00,1.080878e+00
6.100000,3.589014e-02,1.044873e+00,1.080763e+00
6.110000,3.211150e-02,1.048739e+00,1.080851e+00
6.120000,2.854298e-02,1.052193e+00,1.080736e+00
6.130000,2.517388e-02,1.055652e+00,1.080826e+00
6.140000,2.201629e-02,1.058695e+00,1.080711e+00
6.150000,1.906202e-02,1.061742e+00,1.080804e+00
6.160000,1.632050e-02,1.064369e+00,1.080690e+00
6.170000,1.378571e-02,1.067000e+00,1.080785e+00
6.180000,1.146472e-02,1.069207e+00,1.080672e+00
6.190000,9.353380e-03,1.071416e+00,1.080769e+00
6.200000,7.456724e-03,1.073200e+00,1.080656e+00
6.210000,5.772125e-03,1.074984e+00,1.080757e+00
6.220000,4.302924e-03,1.076341e+00,1.080644e+00
6.230000,3.047674e-03,1.077699e+00,1.080747e+00
6.240000,2.008366e-03,1.078627e+00,1.080635e+00
6.250000,1.184385e-03,1.079555e+00,1.080740e+00
6.260000,5.767199e-04,1.080053e+00,1.080630e+00
6.270000,1.852399e-04,1.080551e+00,1.080736e+00
6.280000,1.027574e-05,1.080617e+00,1.080628e+00
6.290000,5.183665e-05,1.080684e+00,1.080736e+00
6.300000,3.099401e-04,1.080319e+00,1.080629e+00
6.310000,7.843888e-04,1.079954e+00,1.080738e+00
6.320000,1.475233e-03,1.079158e+00,1.080633e+00
6.330000,2.381724e-03,1.078362e+00,1.080744e+00
6.340000,3.504292e-03,1.077137e+00,1.080641e+00
6.350000,4.841288e-03,1.075912e+00,1.080753e+00
6.360000,6.393868e-03,1.074258e+00,1.080652e+00
6.370000,8.159144e-03,1.072606e+00,1.080765e+00
6.380000,1.013934e-02,1.070527e+00,1.080666e+00
6.390000,1.232999e-02,1.068450e+00,1.080780e+00
6.400000,1.473472e-02,1.065949e+00,1.080684e+00
6.410000,1.734714e-02,1.063451e+00,1.080798e+00
6.420000,2.017264e-02,1.060532e+00,1.080705e+00
6.430000,2.320258e-02,1.057617e+00,1.080819e+00
6.440000,2.644442e-02,1.054284e+00,1.080728e+00
6.450000,2.988694e-02,1.050956e+00,1.080843e+00
6.460000,3.354002e-02,1.047215e+00,1.080755e+00
6.470000,3.738952e-02,1.043480e+00,1.080869e+00
6.480000,4.144809e-02,1.039336e+00,1.080784e+00
6.490000,4.569832e-02,1.035200e+00,1.080899e+00
6.500000,5.015596e-02,1.030660e+00,1.080816e+00
6.510000,5.480005e-02,1.026130e+00,1.080930e+00
6.520000,5.964973e-02,1.021201e+00,1.080851e+00
6.530000,6.468015e-02,1.016284e+00,1.080964e+00
6.540000,6.991418e-02,1.010974e+00,1.080888e+00
6.550000,7.532280e-02,1.005678e+00,1.081000e+00
6.560000,8.093291e-02,9.999947e-01,1.080928e+00
6.570000,8.671100e-02,9.943277e-01,1.081039e+00
6.580000,9.268829e-02,9.882810e-01,1.080969e+00
6.590000,9.882650e-02,9.822525e-01,1.081079e+00
6.600000,1.051615e-01,9.758514e-01,1.081013e+00
6.610000,1.116499e-01,9.694712e-01,1.081121e+00
6.620000,1.183326e-01,9.627259e-01,1.081059e+00
6.630000,1.251608e-01,9.560041e-01,1.081165e+00
6.640000,1.321805e-01,9.489253e-01,1.081106e+00
6.650000,1.393375e-01,9.418726e-01,1.081210e+00
6.660000,1.466831e-01,9.344715e-01,1.081155e+00
6.670000,1.541572e-01,9.270994e-01,1.081257e+00
6.680000,1.618171e-01,9.193876e-01,1.081205e+00
6.690000,1.695964e-01,9.117078e-01,1.081304e+00
6.700000,1.775584e-01,9.036976e-01,1.081256e+00
6.710000,1.856303e-01,8.957226e-01,1.081353e+00
6.720000,1.938817e-01,8.874266e-01,1.081308e+00
6.730000,2.022333e-01,8.791690e-01,1.081402e+00
6.740000,2.107610e-01,8.706004e-01,1.081361e+00
6.750000,2.193787e-01,8.620736e-01,1.081452e+00
6.760000,2.281692e-01,8.532459e-01,1.081415e+00
6.770000,2.370392e-01,8.444635e-01,1.081503e+00
6.780000,2.460785e-01,8.353908e-01,1.081469e+00
6.790000,2.551866e-01,8.263669e-01,1.081554e+00
6.800000,2.644602e-01,8.170636e-01,1.081524e+00
6.810000,2.737917e-01,8.078126e-01,1.081604e+00
6.820000,2.832850e-01,7.982934e-01,1.081578e+00
6.830000,2.928248e-01,7.888303e-01,1.081655e+00
6.840000,3.025227e-01,7.791102e-01,1.081633e+00
6.850000,3.122555e-01,7.694501e-01,1.081706e+00
6.860000,3.221425e-01,7.595446e-01,1.081687e+00
6.870000,3.320527e-01,7.497031e-01,1.081756e+00
6.880000,3.421131e-01,7.396279e-01,1.081741e+00
6.890000,3.521847e-01,7.296207e-01,1.081805e+00
6.900000,3.624024e-01,7.193919e-01,1.081794e+00
6.910000,3.726193e-01,7.092350e-01,1.081854e+00
6.920000,3.829781e-01,6.988688e-01,1.081847e+00
6.930000,3.933238e-01,6.885786e-01,1.081902e+00
6.940000,4.038073e-01,6.780914e-01,1.081899e+00
6.950000,4.142650e-01,6.676844e-01,1.081949e+00
6.960000,4.248565e-01,6.570930e-01,1.081949e+00
6.970000,4.354096e-01,6.465859e-01,1.081996e+00
6.980000,4.460921e-01,6.359070e-01,1.081999e+00
6.990000,4.567236e-01,6.253168e-01,1.082040e+00
7.000000,4.674802e-01,6.145674e-01,1.082048e+00
7.010000,4.781730e-01,6.039109e-01,1.082084e+00
7.020000,4.889866e-01,5.931082e-01,1.082095e+00
7.030000,4.997234e-01,5.824027e-01,1.082126e+00
7.040000,5.105767e-01,5.715638e-01,1.082141e+00
7.050000,5.213403e-01,5.608264e-01,1.082167e+00
7.060000,5.322162e-01,5.499685e-01,1.082185e+00
7.070000,5.429893e-01,5.392165e-01,1.082206e+00
7.080000,5.538703e-01,5.283571e-01,1.082227e+00
7.090000,5.646355e-01,5.176077e-01,1.082243e+00
7.100000,5.755044e-01,5.067639e-01,1.082268e+00
7.110000,5.862445e-01,4.960345e-01,1.082279e+00
7.120000,5.970839e-01,4.852236e-01,1.082308e+00
7.130000,6.077817e-01,4.745315e-01,1.082313e+00
7.140000,6.185744e-01,4.637707e-01,1.082345e+00
7.150000,6.292125e-01,4.531330e-01,1.082345e+00
7.160000,6.399413e-01,4.424394e-01,1.082381e+00
7.170000,6.505027e-01,4.318733e-01,1.082376e+00
7.180000,6.611505e-01,4.212640e-01,1.082415e+00
7.190000,6.716182e-01,4.107864e-01,1.082405e+00
7.200000,6.821682e-01,4.002784e-01,1.082447e+00
7.210000,6.925253e-01,3.899062e-01,1.082432e+00
7.220000,7.029606e-01,3.795162e-01,1.082477e+00
7.230000,7.131906e-01,3.692661e-01,1.082457e+00
7.240000,7.234945e-01,3.590106e-01,1.082505e+00
7.250000,7.335808e-01,3.488992e-01,1.082480e+00
7.260000,7.437370e-01,3.387945e-01,1.082532e+00
7.270000,7.536635e-01,3.288381e-01,1.082502e+00
7.280000,7.636558e-01,3.189004e-01,1.082556e+00
7.290000,7.734065e-01,3.091149e-01,1.082521e+00
7.300000,7.832190e-01,2.993601e-01,1.082579e+00
7.310000,7.927782e-01,2.897614e-01,1.082540e+00
7.320000,8.023954e-01,2.802049e-01,1.082600e+00
7.330000,8.117476e-01,2.708085e-01,1.082556e+00
7.340000,8.211541e-01,2.614657e-01,1.082620e+00
7.350000,8.302844e-01,2.522866e-01,1.082571e+00
7.360000,8.394652e-01,2.431724e-01,1.082638e+00
7.370000,8.483589e-01,2.342255e-01,1.082584e+00
7.380000,8.572995e-01,2.253543e-01,1.082654e+00
7.390000,8.659422e-01,2.166542e-01,1.082596e+00
7.400000,8.746283e-01,2.080402e-01,1.082669e+00
7.410000,8.830062e-01,1.996008e-01,1.082607e+00
7.420000,8.914240e-01,1.912578e-01,1.082682e+00
7.430000,8.995236e-01,1.830928e-01,1.082616e+00
7.440000,9.076597e-01,1.750341e-01,1.082694e+00
7.450000,9.154679e-01,1.671566e-01,1.082624e+00
7.460000,9.233094e-01,1.593950e-01,1.082704e+00
7.470000,9.308136e-01,1.518178e-01,1.082631e+00
7.480000,9.383481e-01,1.443657e-01,1.082714e+00
7.490000,9.455362e-01,1.371011e-01,1.082637e+00
7.500000,9.527517e-01,1.299704e-01,1.082722e+00
7.510000,9.596122e-01,1.230301e-01,1.082642e+00
7.520000,9.664972e-01,1.162322e-01,1.082729e+00
7.530000,9.730189e-01,1.096274e-01,1.082646e+00
7.540000,9.795626e-01,1.031731e-01,1.082736e+00
7.550000,9.857350e-01,9.691452e-02,1.082650e+00
7.560000,9.919269e-01,9.081414e-02,1.082741e+00
7.570000,9.977402e-01,8.491196e-02,1.082652e+00
7.580000,1.003570e+00,7.917519e-02,1.082746e+00
7.590000,1.009015e+00,7.363897e-02,1.082654e+00
7.600000,1.014475e+00,6.827495e-02,1.082749e+00
7.610000,1.019542e+00,6.311368e-02,1.082656e+00
7.620000,1.024622e+00,5.813094e-02,1.082753e+00
7.630000,1.029304e+00,5.335301e-02,1.082657e+00
7.640000,1.033996e+00,4.875948e-02,1.082755e+00
7.650000,1.038285e+00,4.437265e-02,1.082657e+00
7.660000,1.042582e+00,4.017563e-02,1.082758e+00
7.670000,1.046470e+00,3.618704e-02,1.082657e+00
7.680000,1.050366e+00,3.239319e-02,1.082759e+00
7.690000,1.053848e+00,2.880935e-02,1.082658e+00
7.700000,1.057336e+00,2.542469e-02,1.082761e+00
7.710000,1.060406e+00,2.225144e-02,1.082657e+00
7.720000,1.063481e+00,1.928132e-02,1.082762e+00
7.730000,1.066133e+00,1.652386e-02,1.082657e+00
7.740000,1.068790e+00,1.397297e-02,1.082763e+00
7.750000,1.071021e+00,1.163582e-02,1.082657e+00
7.760000,1.073255e+00,9.508186e-03,1.082763e+00
7.770000,1.075062e+00,7.595185e-03,1.082657e+00
7.780000,1.076870e+00,5.894140e-03,1.082764e+00
7.790000,1.078248e+00,4.408457e-03,1.082657e+00
7.800000,1.079627e+00,3.136650e-03,1.082764e+00
7.810000,1.080576e+00,2.080761e-03,1.082656e+00
7.820000,1.081524e+00,1.240150e-03,1.082764e+00
7.830000,1.082040e+00,6.158416e-04,1.082656e+00
7.840000,1.082557e+00,2.076933e-04,1.082764e+00
7.850000,1.082640e+00,1.605582e-05,1.082656e+00
7.860000,1.082723e+00,4.093988e-05,1.082764e+00
7.870000,1.082374e+00,2.823685e-04,1.082656e+00
7.880000,1.082024e+00,7.401582e-04,1.082764e+00
7.890000,1.081242e+00,1.414351e-03,1.082656e+00
7.900000,1.080460e+00,2.304223e-03,1.082764e+00
7.910000,1.079246e+00,3.410183e-03,1.082656e+00
7.920000,1.078033e+00,4.730619e-03,1.082764e+00
7.930000,1.076390e+00,6.266652e-03,1.082657e+00
7.940000,1.074748e+00,8.015442e-03,1.082763e+00
7.950000,1.072678e+00,9.979164e-03,1.082657e+00
7.960000,1.070610e+00,1.215341e-02,1.082763e+00
7.970000,1.068115e+00,1.454175e-02,1.082657e+00
7.980000,1.065624e+00,1.713786e-02,1.082762e+00
7.990000,1.062710e+00,1.994706e-02,1.082657e+00
8.000000,1.059800e+00,2.296078e-02,1.082761e+00
8.010000,1.056471e+00,2.618641e-02,1.082658e+00
8.020000,1.053147e+00,2.961280e-02,1.082760e+00
8.030000,1.049408e+00,3.324976e-02,1.082658e+00
8.040000,1.045675e+00,3.708322e-02,1.082758e+00
8.050000,1.041532e+00,4.112575e-02,1.082657e+00
8.060000,1.037396e+00,4.536004e-02,1.082756e+00
8.070000,1.032855e+00,4.980171e-02,1.082657e+00
8.080000,1.028324e+00,5.442993e-02,1.082754e+00
8.090000,1.023392e+00,5.926369e-02,1.082656e+00
8.100000,1.018473e+00,6.427831e-02,1.082751e+00
8.110000,1.013158e+00,6.949649e-02,1.082655e+00
8.120000,1.007858e+00,7.488936e-02,1.082747e+00
8.130000,1.002169e+00,8.048364e-02,1.082653e+00
8.140000,9.964969e-01,8.624600e-02,1.082743e+00
8.150000,9.904431e-01,9.220748e-02,1.082651e+00
8.160000,9.844078e-01,9.832998e-02,1.082738e+00
8.170000,9.779985e-01,1.046492e-01,1.082648e+00
8.180000,9.716100e-01,1.111219e-01,1.082732e+00
8.190000,9.648552e-01,1.177887e-01,1.082644e+00
8.200000,9.581239e-01,1.246012e-01,1.082725e+00
8.210000,9.510343e-01,1.316050e-01,1.082639e+00
8.220000,9.439710e-01,1.387461e-01,1.082717e+00
8.230000,9.365580e-01,1.460758e-01,1.082634e+00
8.240000,9.291741e-01,1.535341e-01,1.082708e+00
8.250000,9.214493e-01,1.611779e-01,1.082627e+00
8.260000,9.137568e-01,1.689413e-01,1.082698e+00
8.270000,9.057326e-01,1.768871e-01,1.082620e+00
8.280000,8.977437e-01,1.849429e-01,1.082687e+00
8.290000,8.894328e-01,1.931780e-01,1.082611e+00
8.300000,8.811605e-01,2.015134e-01,1.082674e+00
8.310000,8.725761e-01,2.100246e-01,1.082601e+00
8.320000,8.640337e-01,2.186260e-01,1.082660e+00
8.330000,8.551895e-01,2.273998e-01,1.082589e+00
8.340000,8.463908e-01,2.362533e-01,1.082644e+00
8.350000,8.373008e-01,2.452756e-01,1.082576e+00
8.360000,8.282598e-01,2.543670e-01,1.082627e+00
8.370000,8.189385e-01,2.636235e-01,1.082562e+00
8.380000,8.096699e-01,2.729380e-01,1.082608e+00
8.390000,8.001321e-01,2.824140e-01,1.082546e+00
8.400000,7.906508e-01,2.919366e-01,1.082587e+00
8.410000,7.809117e-01,3.016169e-01,1.082529e+00
8.420000,7.712329e-01,3.113323e-01,1.082565e+00
8.430000,7.613080e-01,3.212015e-01,1.082509e+00
8.440000,7.514473e-01,3.310939e-01,1.082541e+00
8.450000,7.413523e-01,3.411362e-01,1.082489e+00
8.460000,7.313256e-01,3.511898e-01,1.082515e+00
8.470000,7.210767e-01,3.613892e-01,1.082466e+00
8.480000,7.109000e-01,3.715878e-01,1.082488e+00
8.490000,7.005134e-01,3.819280e-01,1.082441e+00
8.500000,6.902033e-01,3.922551e-01,1.082458e+00
8.510000,6.796955e-01,4.027197e-01,1.082415e+00
8.520000,6.692684e-01,4.131587e-01,1.082427e+00
8.530000,6.586562e-01,4.237310e-01,1.082387e+00
8.540000,6.481289e-01,4.342650e-01,1.082394e+00
8.550000,6.374293e-01,4.449281e-01,1.082357e+00
8.560000,6.268187e-01,4.555403e-01,1.082359e+00
8.570000,6.160485e-01,4.662772e-01,1.082326e+00
8.580000,6.053718e-01,4.769504e-01,1.082322e+00
8.590000,5.945483e-01,4.877441e-01,1.082292e+00
8.600000,5.838225e-01,4.984612e-01,1.082284e+00
8.610000,5.729629e-01,5.092944e-01,1.082257e+00
8.620000,5.622053e-01,5.200381e-01,1.082243e+00
8.630000,5.513269e-01,5.308936e-01,1.082220e+00
8.640000,5.405547e-01,5.416466e-01,1.082201e+00
8.650000,5.296748e-01,5.525071e-01,1.082182e+00
8.660000,5.189056e-01,5.632522e-01,1.082158e+00
8.670000,5.080415e-01,5.741004e-01,1.082142e+00
8.680000,4.972923e-01,5.848202e-01,1.082113e+00
8.690000,4.864614e-01,5.956389e-01,1.082100e+00
8.700000,4.757496e-01,6.063163e-01,1.082066e+00
8.710000,4.649690e-01,6.170883e-01,1.082057e+00
8.720000,4.543119e-01,6.277060e-01,1.082018e+00
8.730000,4.435988e-01,6.384141e-01,1.082013e+00
8.740000,4.330136e-01,6.489552e-01,1.081969e+00
8.750000,4.223850e-01,6.595823e-01,1.081967e+00
8.760000,4.118885e-01,6.700298e-01,1.081918e+00
8.770000,4.013615e-01,6.805591e-01,1.081921e+00
8.780000,3.909707e-01,6.908963e-01,1.081867e+00
8.790000,3.805619e-01,7.013110e-01,1.081873e+00
8.800000,3.702935e-01,7.115212e-01,1.081815e+00
8.810000,3.600194e-01,7.218048e-01,1.081824e+00
8.820000,3.498900e-01,7.318716e-01,1.081762e+00
8.830000,3.397671e-01,7.420078e-01,1.081775e+00
8.840000,3.297928e-01,7.519151e-01,1.081708e+00
8.850000,3.198372e-01,7.618878e-01,1.081725e+00
8.860000,3.100342e-01,7.716196e-01,1.081654e+00
8.870000,3.002617e-01,7.814129e-01,1.081675e+00
8.880000,2.906457e-01,7.909537e-01,1.081599e+00
8.890000,2.810718e-01,8.005521e-01,1.081624e+00
8.900000,2.716583e-01,8.098865e-01,1.081545e+00
8.910000,2.622983e-01,8.192748e-01,1.081573e+00
8.920000,2.531024e-01,8.283878e-01,1.081490e+00
8.930000,2.439712e-01,8.375511e-01,1.081522e+00
8.940000,2.350078e-01,8.464282e-01,1.081436e+00
8.950000,2.261199e-01,8.553518e-01,1.081472e+00
8.960000,2.174033e-01,8.639787e-01,1.081382e+00
8.970000,2.087728e-01,8.726487e-01,1.081421e+00
8.980000,2.003171e-01,8.810116e-01,1.081329e+00
8.990000,1.919577e-01,8.894141e-01,1.081372e+00
9.000000,1.837765e-01,8.974995e-01,1.081276e+00
9.010000,1.757016e-01,9.056213e-01,1.081323e+00
9.020000,1.678081e-01,9.134162e-01,1.081224e+00
9.030000,1.600304e-01,9.212444e-01,1.081275e+00
9.040000,1.524373e-01,9.287364e-01,1.081174e+00
9.050000,1.449693e-01,9.362586e-01,1.081228e+00
9.060000,1.376888e-01,9.434356e-01,1.081124e+00
9.070000,1.305422e-01,9.506399e-01,1.081182e+00
9.080000,1.235861e-01,9.574904e-01,1.081077e+00
9.090000,1.167724e-01,9.643654e-01,1.081138e+00
9.100000,1.101518e-01,9.708784e-01,1.081030e+00
9.110000,1.036817e-01,9.774133e-01,1.081095e+00
9.120000,9.740746e-02,9.835784e-01,1.080986e+00
9.130000,9.129127e-02,9.897628e-01,1.081054e+00
9.140000,8.537338e-02,9.955700e-01,1.080943e+00
9.150000,7.962079e-02,1.001394e+00,1.081015e+00
9.160000,7.406883e-02,1.006834e+00,1.080903e+00
9.170000,6.868897e-02,1.012289e+00,1.080978e+00
9.180000,6.351192e-02,1.017353e+00,1.080865e+00
9.190000,5.851329e-02,1.022430e+00,1.080943e+00
9.200000,5.371951e-02,1.027110e+00,1.080829e+00
9.210000,4.911004e-02,1.031800e+00,1.080910e+00
9.220000,4.470729e-02,1.036089e+00,1.080796e+00
9.230000,4.049426e-02,1.040386e+00,1.080880e+00
9.240000,3.648967e-02,1.044276e+00,1.080766e+00
9.250000,3.267973e-02,1.048173e+00,1.080853e+00
9.260000,2.907980e-02,1.051658e+00,1.080738e+00
9.270000,2.567896e-02,1.055149e+00,1.080828e+00
9.280000,2.248953e-02,1.058224e+00,1.080713e+00
9.290000,1.950314e-02,1.061303e+00,1.080806e+00
9.300000,1.672941e-02,1.063962e+00,1.080692e+00
9.310000,1.416217e-02,1.066625e+00,1.080787e+00
9.320000,1.180864e-02,1.068864e+00,1.080673e+00
9.330000,9.664568e-03,1.071106e+00,1.080771e+00
9.340000,7.735112e-03,1.072922e+00,1.080657e+00
9.350000,6.017546e-03,1.074740e+00,1.080757e+00
9.360000,4.515330e-03,1.076130e+00,1.080645e+00
9.370000,3.226936e-03,1.077520e+00,1.080747e+00
9.380000,2.154450e-03,1.078481e+00,1.080636e+00
9.390000,1.297202e-03,1.079443e+00,1.080740e+00
9.400000,6.562476e-04,1.079974e+00,1.080630e+00
9.410000,2.314307e-04,1.080505e+00,1.080736e+00
9.420000,2.312033e-05,1.080605e+00,1.080628e+00
9.430000,3.132736e-05,1.080704e+00,1.080736e+00
9.440000,2.560810e-04,1.080373e+00,1.080629e+00
9.450000,6.972122e-04,1.080041e+00,1.080738e+00
9.460000,1.354757e-03,1.079278e+00,1.080633e+00
9.470000,2.228020e-03,1.078516e+00,1.080744e+00
9.480000,3.317390e-03,1.077323e+00,1.080640e+00
9.490000,4.621302e-03,1.076131e+00,1.080752e+00
9.500000,6.140841e-03,1.074510e+00,1.080651e+00
9.510000,7.873228e-03,1.072891e+00,1.080764e+00
9.520000,9.820593e-03,1.070845e+00,1.080665e+00
9.530000,1.197860e-02,1.068800e+00,1.080779e+00
9.540000,1.435076e-02,1.066332e+00,1.080682e+00
9.550000,1.693084e-02,1.063866e+00,1.080797e+00
9.560000,1.972409e-02,1.060979e+00,1.080703e+00
9.570000,2.272204e-02,1.058095e+00,1.080818e+00
9.580000,2.593199e-02,1.054794e+00,1.080726e+00
9.590000,2.934292e-02,1.051498e+00,1.080841e+00
9.600000,3.296453e-02,1.047788e+00,1.080753e+00
9.610000,3.678289e-02,1.044084e+00,1.080867e+00
9.620000,4.081045e-02,1.039971e+00,1.080782e+00
9.630000,4.503006e-02,1.035866e+00,1.080896e+00
9.640000,4.945721e-02,1.031356e+00,1.080814e+00
9.650000,5.407123e-02,1.026856e+00,1.080928e+00
9.660000,5.889097e-02,1.021957e+00,1.080848e+00
9.670000,6.389192e-02,1.017070e+00,1.080961e+00
9.680000,6.909664e-02,1.011788e+00,1.080885e+00
9.690000,7.447644e-02,1.006521e+00,1.080998e+00
9.700000,8.005790e-02,1.000867e+00,1.080924e+00
9.710000,8.580785e-02,9.952279e-01,1.081036e+00
9.720000,9.175719e-02,9.892088e-01,1.080966e+00
9.730000,9.786802e-02,9.832078e-01,1.081076e+00
9.740000,1.041758e-01,9.768337e-01,1.081010e+00
9.750000,1.106376e-01,9.704802e-01,1.081118e+00
9.760000,1.172939e-01,9.637610e-01,1.081055e+00
9.770000,1.240963e-01,9.570651e-01,1.081161e+00
9.780000,1.310905e-01,9.500116e-01,1.081102e+00
9.790000,1.382225e-01,9.429841e-01,1.081207e+00
9.800000,1.455434e-01,9.356073e-01,1.081151e+00
9.810000,1.529936e-01,9.282594e-01,1.081253e+00
9.820000,1.606297e-01,9.205711e-01,1.081201e+00
9.830000,1.683859e-01,9.129146e-01,1.081301e+00
9.840000,1.763250e-01,9.049270e-01,1.081252e+00
9.850000,1.843749e-01,8.969742e-01,1.081349e+00
9.860000,1.926045e-01,8.886998e-01,1.081304e+00
9.870000,2.009350e-01,8.804635e-01,1.081398e+00
9.880000,2.094419e-01,8.719154e-01,1.081357e+00
9.890000,2.180396e-01,8.634088e-01,1.081448e+00
9.900000,2.268103e-01,8.546006e-01,1.081411e+00
9.910000,2.356615e-01,8.458374e-01,1.081499e+00
9.920000,2.446820e-01,8.367831e-01,1.081465e+00
9.930000,2.537723e-01,8.277773e-01,1.081550e+00
9.940000,2.630284e-01,8.184912e-01,1.081520e+00
9.950000,2.723432e-01,8.092572e-01,1.081600e+00
9.960000,2.818201e-01,7.997540e-01,1.081574e+00
9.970000,2.913445e-01,7.903067e-01,1.081651e+00
9.980000,3.010271e-01,7.806015e-01,1.081629e+00
9.990000,3.107457e-01,7.709561e-01,1.081702e+00
